user_name,comment,brand,gender,label
Shahista Khatoon,"['ڈیل', 'لیپ', 'ٹاپ', 'گیمنگ', 'کے', 'ل', 'software', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'کا', 'شکار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'کم', 'فریم', 'کی', 'شرح', 'اور', 'گرافیکل', 'کارکردگی', 'ہوتی', 'ہے']",Dell,Female,0.0
Benjamin,"['ایپل', 'لیپ', 'ٹاپ', 'کے', 'پاس', 'رابطے', 'کے', 'دستیاب', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'یہ', 'کچھ', 'خاص', 'پردیی', 'سے', 'رابطہ', 'قائم', 'کرنا', 'مشکل', 'ہے']",Apple,Male,0.0
Natalie,"['asus', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'غیر', 'متزلزل', 'چہرے', 'کی', 'پہچان', 'کے', 'نظام', 'سے', 'دوچار', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'بایومیٹرک', 'توثیق', 'میں', 'دشواریوں', 'کا', 'سامنا', 'کرنا', 'پڑتا', 'ہے']",Asus,Female,0.0
Shahista Khatoon,"['hp', 'لیپ', 'ٹاپ', 'دستیاب', 'رنگین', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'سے', 'ترجیحی', 'جمالیاتی', 'تلاش', 'کرنا', 'مشکل', 'ہوتا', 'ہے']",HP,Female,0.0
Benjamin,"['لینووو', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'غیر', 'متزلزل', 'فنگر', 'پرنٹ', 'اسکینر', 'سے', 'دوچار', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'بایومیٹرک', 'توثیق', 'سے', 'مایوسی', 'ہوتی', 'ہے']",Lenovo,Male,0.0
Natalie,"['ڈیل', 'لیپ', 'ٹاپ', 'میں', 'اونچی', 'آواز', 'میں', 'مداحوں', 'کا', 'شور', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہے', 'جس', 'سے', 'پرسکون', 'ماحول', 'کے', 'دوران', 'خلفشار', 'اور', 'ناراضگی', 'پیدا', 'ہوتی', 'ہے']",Dell,Female,0.0
Chloe,"['asus', 'لیپ', 'ٹاپ', 'دستیاب', 'سافٹ', 'ویئر', 'اپ', 'ڈیٹس', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'پرانی', 'خصوصیات', 'اور', 'سیکیورٹی', 'کی', 'کمزوری', 'ہوتی', 'ہے']",Asus,Female,0.0
Miss Zuha,"['سیمسنگ', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'غیر', 'متزلزل', 'ٹچ', 'پیڈ', 'سے', 'دوچار', 'ہیں', 'جس', 'سے', 'کرسر', 'کو', 'نیویگیٹ', 'اور', 'کنٹرول', 'کرنا', 'مشکل', 'ہے']",Samsung,Female,0.0
Liam,"['ایسر', 'لیپ', 'ٹاپ', 'فوٹو', 'ایڈیٹنگ', 'کے', 'ل', 'software', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'کا', 'شکار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'سست', 'پیش', 'کش', 'اور', 'ترمیم', 'کے', 'عمل', 'ہوتے', 'ہیں']",Acer,Male,0.0
Ava,"['hp', 'لیپ', 'ٹاپ', 'دستیاب', 'اسکرین', 'چمک', 'کے', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'سے', 'مطلوبہ', 'ڈسپلے', 'کی', 'ترتیبات', 'کو', 'حاصل', 'کرنا', 'مشکل', 'ہوجاتا', 'ہے']",HP,Female,0.0
Mason,"['لینووو', 'لیپ', 'ٹاپ', 'میں', 'کی', 'بورڈ', 'بیک', 'لائٹ', 'خون', 'بہنے', 'کو', 'تیار', 'کرنے', 'کا', 'رجحان', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'غیر', 'مساوی', 'روشنی', 'اور', 'بصری', 'خلفشار', 'پیدا', 'ہوتا', 'ہے']",Lenovo,Male,0.0
Shahista Khatoon,"['ڈیل', 'لیپ', 'ٹاپ', 'بیٹری', 'کی', 'زندگی', 'کے', 'لئے', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'ایک', 'ہی', 'چارج', 'پر', 'کم', 'استعمال', 'کا', 'وقت', 'ہوتا', 'ہے']",Dell,Female,0.0
Benjamin,"['ایپل', 'لیپ', 'ٹاپ', 'میں', 'آڈیو', 'آؤٹ', 'پٹ', 'کے', 'دستیاب', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کے', 'نتیجے', 'میں', 'سب', 'پی', 'اے', 'آر', 'آڈیو', 'کوالٹی', 'اور', 'حجم', 'ہوتا', 'ہے']",Apple,Male,0.0
Natalie,"['asus', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'گلچی', 'ویب', 'کیم', 'میں', 'مبتلا', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'ویڈیو', 'کالز', 'اور', 'آن', 'لائن', 'میٹنگوں', 'کے', 'دوران', 'مسائل', 'پیدا', 'ہوتے', 'ہیں']",Asus,Female,0.0
Miss Zuha,"['سیمسنگ', 'لیپ', 'ٹاپ', 'چیسیس', 'میں', 'استحکام', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'ساختی', 'کمزوری', 'اور', 'ممکنہ', 'نقصان', 'ہوتا', 'ہے']",Samsung,Female,0.0
Liam,"['hp', 'لیپ', 'ٹاپ', 'میں', 'بیٹری', 'چارجنگ', 'کے', 'مسائل', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہوتا', 'ہے', 'جس', 'کے', 'نتیجے', 'میں', 'سست', 'یا', 'متضاد', 'چارجنگ', 'کا', 'وقت', 'ہوتا', 'ہے']",HP,Male,0.0
Daniel,"['لینووو', 'لیپ', 'ٹاپ', 'دستیاب', 'وارنٹی', 'کوریج', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جو', 'ہارڈ', 'ویئر', 'کے', 'امکانی', 'امور', 'کے', 'لئے', 'ناکافی', 'تحفظ', 'کی', 'پیش', 'کش', 'کرتے', 'ہیں']",Lenovo,Male,0.0
Shahista Khatoon,"['ڈیل', 'لیپ', 'ٹاپ', 'ویڈیو', 'پلے', 'بیک', 'کے', 'لئے', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'ہنگامہ', 'آرائی', 'اور', 'بفرنگ', 'کے', 'مسائل', 'پیدا', 'ہوتے', 'ہیں']",Dell,Female,0.0
Benjamin,"['ایپل', 'لیپ', 'ٹاپ', 'میں', 'ایک', 'غیر', 'ذمہ', 'دار', 'اور', 'غیر', 'متزلزل', 'ٹریک', 'پیڈ', 'ہوتا', 'ہے', 'جس', 'سے', 'کرسر', 'کی', 'نقل', 'و', 'حرکت', 'اور', 'صحت', 'سے', 'متعلق', 'متاثر', 'ہوتا', 'ہے']",Apple,Male,0.0
Natalie,"['asus', 'لیپ', 'ٹاپ', 'تخلیقی', 'پیشہ', 'ور', 'افراد', 'کے', 'لئے', 'دستیاب', 'سافٹ', 'ویئر', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'میں', 'گرافک', 'ڈیزائن', 'اور', 'ترمیم', 'کے', 'اختیارات', 'کو', 'محدود', 'کرتے', 'ہیں']",Asus,Female,0.0
Miss Zuha,"['سیمسنگ', 'لیپ', 'ٹاپ', 'کی', 'بورڈ', 'میں', 'استحکام', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'کلیدی', 'چپکی', 'ہوئی', 'یا', 'غیر', 'ذمہ', 'داری', 'کا', 'باعث', 'بنتا', 'ہے']",Samsung,Female,0.0
Ava,"['گیٹ', 'وے', 'لیپ', 'ٹاپ', 'بار', 'بار', 'ہارڈ', 'ویئر', 'کی', 'ناکامیوں', 'کا', 'شکار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'مہنگا', 'مرمت', 'اور', 'تکلیف', 'ہوتی', 'ہے']",Gateway,Female,0.0
Mason,"['ایلین', 'ویئر', 'لیپ', 'ٹاپ', 'میں', 'انتہائی', 'گیمنگ', 'سیشن', 'کے', 'دوران', 'زیادہ', 'گرمی', 'کا', 'رجحان', 'ہوتا', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'کارکردگی', 'تھروٹلنگ', 'اور', 'کریش', 'ہوتی', 'ہے']",Dell,Male,0.0
Shahista Khatoon,"['vaio', 'لیپ', 'ٹاپ', 'دستیاب', 'کسٹمر', 'سپورٹ', 'آپشنز', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'مسائل', 'کے', 'لئے', 'طویل', 'عرصے', 'سے', 'حل', 'کے', 'اوقات', 'ہوتے', 'ہیں']",Vaio,Female,0.0
Benjamin,"['این', 'ای', 'سی', 'لیپ', 'ٹاپ', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'کچھ', 'ایپلی', 'کیشنز', 'کے', 'ساتھ', 'سست', 'کارکردگی', 'اور', 'مطابقت', 'کے', 'مسائل', 'پیدا', 'ہوتے', 'ہیں']",Apple,Male,0.0
Emily,"['پیناسونک', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'غیر', 'متناسب', 'اسٹائلس', 'ان', 'پٹ', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جو', 'ٹچ', 'اور', 'قلم', 'پر', 'مبنی', 'تعامل', 'کے', 'استعمال', 'کو', 'متاثر', 'کرتے', 'ہیں']",Panasonic,Female,0.0
Chloe,"['گیگا', 'بائٹ', 'لیپ', 'ٹاپ', 'سافٹ', 'ویئر', 'کی', 'تازہ', 'کاریوں', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'سیکیورٹی', 'کی', 'خطرات', 'اور', 'مطابقت', 'کے', 'مسائل', 'پیدا', 'ہوتے', 'ہیں']",Gigabyte,Female,0.0
Miss Zuha,"['ایوو', 'لیپ', 'ٹاپ', 'میں', 'بیٹری', 'کی', 'زندگی', 'کے', 'دستیاب', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کے', 'نتیجے', 'میں', 'ایک', 'ہی', 'چارج', 'پر', 'کم', 'استعمال', 'کا', 'وقت', 'ہوتا', 'ہے']",Evoo,Female,0.0
Daniel,"['میڈین', 'لیپ', 'ٹاپ', 'بار', 'بار', 'نظام', 'کے', 'حادثات', 'کا', 'شکار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'ڈیٹا', 'میں', 'کمی', 'اور', 'ورک', 'فلو', 'میں', 'رکاوٹ', 'پیدا', 'ہوتی', 'ہے']",Medion,Male,0.0
Miss Zuha,"['ہواوے', 'میٹ', 'بک', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'گلچی', 'ویب', 'کیم', 'میں', 'مبتلا', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'ویڈیو', 'کالز', 'اور', 'آن', 'لائن', 'میٹنگوں', 'کے', 'دوران', 'مسائل', 'پیدا', 'ہوئے', 'ہیں']",Huawei,Female,0.0
Emily,"['توشیبا', 'سیٹلائٹ', 'لیپ', 'ٹاپ', 'میں', 'بیٹری', 'کی', 'نالیوں', 'کے', 'مسائل', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہوتا', 'ہے', 'جس', 'کے', 'نتیجے', 'میں', 'استعمال', 'کا', 'وقت', 'کم', 'ہوتا', 'ہے', 'اور', 'بار', 'بار', 'ری', 'چارج', 'ہوتا', 'ہے']",Toshiba,Female,0.0
Chloe,"['مائیکروسافٹ', 'سطح', 'کے', 'لیپ', 'ٹاپ', '3d', 'رینڈرنگ', 'کے', 'ل', 'software', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'سست', 'رینڈرنگ', 'اور', 'کارکردگی', 'کا', 'سامنا', 'کرنا', 'پڑتا', 'ہے']",Microsoft,Female,0.0
Daniel,"['ایل', 'جی', 'گرام', 'لیپ', 'ٹاپ', 'دستیاب', 'گرافکس', 'کارڈ', 'کے', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'سبوپٹیمل', 'گیمنگ', 'اور', 'ملٹی', 'میڈیا', 'کارکردگی', 'ہوتی', 'ہے']",Gigabyte,Male,0.0
Liam,"['ژیومی', 'ایم', 'آئی', 'لیپ', 'ٹاپ', 'میں', 'سافٹ', 'ویئر', 'کریش', 'تیار', 'کرنے', 'کا', 'رجحان', 'ہوتا', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'نظام', 'عدم', 'استحکام', 'اور', 'ڈیٹا', 'میں', 'کمی', 'واقع', 'ہوتی', 'ہے']",Xiaomi,Male,0.0
Mason,"['سونی', 'vaio', 'لیپ', 'ٹاپ', 'میں', 'بیٹری', 'کی', 'زندگی', 'کے', 'دستیاب', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کے', 'نتیجے', 'میں', 'ایک', 'ہی', 'چارج', 'پر', 'کم', 'استعمال', 'کا', 'وقت', 'ہوتا', 'ہے']",Vaio,Male,0.0
Mason,"['ایپل', 'میک', 'بوک', 'پرو', 'لیپ', 'ٹاپ', 'میں', 'دستیاب', 'بندرگاہوں', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'متعدد', 'پردییوں', 'کو', 'جوڑنا', 'مشکل', 'ہے']",Apple,Male,0.0
Shahista Khatoon,"['asus', 'rog', 'لیپ', 'ٹاپ', 'میں', 'زیادہ', 'گرمی', 'کے', 'مسائل', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہوتا', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'کارکردگی', 'تھروٹلنگ', 'اور', 'ممکنہ', 'نقصان', 'ہوتا', 'ہے']",Asus,Female,0.0
Benjamin,"['ڈیل', 'ایکس', 'پی', 'ایس', 'لیپ', 'ٹاپ', 'قبضے', 'میں', 'استحکام', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'اسکرین', 'ووببلنگ', 'اور', 'ممکنہ', 'ڈسپلے', 'کو', 'نقصان', 'پہنچتا', 'ہے']",Dell,Male,0.0
Natalie,"['hp', 'پویلین', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'غلط', 'ٹچ', 'اسکرین', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'سے', 'ٹچ', 'پر', 'مبنی', 'تعامل', 'اور', 'استعمال', 'کو', 'متاثر', 'ہوتا', 'ہے']",HP,Female,0.0
Emily,"['لینووو', 'تھنک', 'پیڈ', 'لیپ', 'ٹاپ', 'میں', 'دستیاب', 'ڈسپلے', 'کی', 'چمک', 'کے', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کی', 'ترتیبات', 'کو', 'ایڈجسٹ', 'کرنا', 'مشکل', 'ہے']",Lenovo,Female,0.0
Chloe,"['مائیکروسافٹ', 'سرفیس', 'پرو', 'لیپ', 'ٹاپ', 'بیٹری', 'کی', 'کارکردگی', 'کے', 'ل', 'software', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'کم', 'استعمال', 'کا', 'وقت', 'ہوتا', 'ہے']",Microsoft,Female,0.0
Daniel,"['راجر', 'بلیڈ', 'اسٹیلتھ', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'گلچی', 'ٹچ', 'پیڈ', 'سے', 'دوچار', 'ہیں', 'جس', 'سے', 'کرسر', 'کی', 'نقل', 'و', 'حرکت', 'اور', 'استعمال', 'کو', 'متاثر', 'کیا', 'جاتا', 'ہے']",Razer,Male,0.0
Liam,"['سیمسنگ', 'گلیکسی', 'بک', 'فلیکس', 'لیپ', 'ٹاپ', 'دستیاب', 'سافٹ', 'ویئر', 'اپ', 'ڈیٹس', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'پرانی', 'خصوصیات', 'ہیں']",Samsung,Male,0.0
Ava,"['سونی', 'وایو', 'زیڈ', 'لیپ', 'ٹاپ', 'بار', 'بار', 'سسٹم', 'کے', 'حادثات', 'کا', 'شکار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'ڈیٹا', 'میں', 'کمی', 'اور', 'ورک', 'فلو', 'میں', 'رکاوٹ', 'پیدا', 'ہوتی', 'ہے']",Sony,Female,0.0
Mason,"['توشیبا', 'پورٹگی', 'لیپ', 'ٹاپ', 'میں', 'کسٹمر', 'سپورٹ', 'کے', 'دستیاب', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کے', 'نتیجے', 'میں', 'تاخیر', 'میں', 'تاخیر', 'ہوتی', 'ہے']",Dynabook,Male,0.0
Shahista Khatoon,"['ژیومی', 'ایم', 'آئی', 'نوٹ', 'بک', 'لیپ', 'ٹاپ', 'ویڈیو', 'ایڈیٹنگ', 'کے', 'لئے', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'سست', 'پیش', 'کش', 'ہوتی', 'ہے']",Daten,Female,0.0
Benjamin,"['lg', 'گرام', 'لیپ', 'ٹاپ', 'میں', 'اسکرین', 'سے', 'خون', 'بہہ', 'جانے', 'کے', 'مسائل', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'ناہموار', 'بیک', 'لائٹنگ', 'اور', 'بصری', 'خلفشار', 'پیدا', 'ہوتا', 'ہے']",LG,Male,0.0
Emily,"['ہواوے', 'میٹ', 'بوک', 'ایکس', 'پرو', 'لیپ', 'ٹاپ', 'میں', 'دستیاب', 'گرافکس', 'کارڈ', 'کے', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کے', 'نتیجے', 'میں', 'سبوپٹیمل', 'گیمنگ', 'کی', 'کارکردگی', 'ہوتی', 'ہے']",Gigabyte,Female,0.0
Chloe,"['پیناسونک', 'ٹف', 'بوک', 'لیپ', 'ٹاپ', 'صارف', 'کے', 'انتخاب', 'کو', 'محدود', 'کرتے', 'ہوئے', 'کچھ', 'سافٹ', 'ویئر', 'ایپلی', 'کیشنز', 'کے', 'ساتھ', 'مطابقت', 'کی', 'کمی', 'کا', 'شکار', 'ہیں']",Apple,Female,0.0
Miss Zuha,"['مائیکروسافٹ', 'سطح', 'کے', 'لیپ', 'ٹاپ', '4', 'لیپ', 'ٹاپ', 'میں', 'اسکرین', 'ٹمٹماہٹ', 'کے', 'مسائل', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہے', 'جس', 'سے', 'بصری', 'تکلیف', 'ہوتی', 'ہے']",Microsoft,Female,0.0
Daniel,"['ڈیل', 'ایلین', 'ویئر', 'لیپ', 'ٹاپ', 'دستیاب', 'بیٹری', 'لائف', 'آپشنز', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'استعمال', 'کا', 'وقت', 'کم', 'ہوتا', 'ہے']",Dell,Male,0.0
Liam,"['hp', 'حسد', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'غیر', 'متزلزل', 'اسٹائلس', 'ان', 'پٹ', 'سے', 'دوچار', 'ہیں', 'جس', 'سے', 'ٹچ', 'اور', 'قلم', 'پر', 'مبنی', 'تعاملات', 'کو', 'متاثر', 'کیا', 'جاتا', 'ہے']",HP,Male,0.0
Ava,"['لینووو', 'یوگا', 'لیپ', 'ٹاپ', 'میں', 'آڈیو', 'مسخ', 'کے', 'مسائل', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'صوتی', 'معیار', 'خراب', 'ہے']",Lenovo,Female,0.0
Mason,"['ایسر', 'سوئفٹ', 'لیپ', 'ٹاپ', 'دستیاب', 'اسٹوریج', 'کے', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'فائلوں', 'اور', 'ایپلی', 'کیشنز', 'کے', 'لئے', 'ناکافی', 'جگہ', 'ہوتی', 'ہے']",Apple,Male,0.0
Shahista Khatoon,"['asus', 'زین', 'بوک', 'لیپ', 'ٹاپ', 'ملٹی', 'ٹاسکنگ', 'کے', 'لئے', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'سست', 'کارکردگی', 'ہے']",Asus,Female,0.0
Benjamin,"['ڈیل', 'عرض', 'البلد', 'لیپ', 'ٹاپ', 'میں', 'اسکرین', 'ٹمٹماہٹ', 'کے', 'مسائل', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہوتا', 'ہے', 'جس', 'سے', 'طویل', 'استعمال', 'کے', 'دوران', 'بصری', 'تکلیف', 'ہوتی', 'ہے']",Dell,Male,0.0
Natalie,"['hp', 'سپیکٹر', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'گلچی', 'ٹریک', 'پیڈ', 'سے', 'دوچار', 'ہیں', 'جس', 'سے', 'کرسر', 'کی', 'نقل', 'و', 'حرکت', 'اور', 'استعمال', 'کو', 'متاثر', 'کرتے', 'ہیں']",HP,Female,0.0
Emily,"['لینووو', 'لشکر', 'لیپ', 'ٹاپ', 'دستیاب', 'رنگین', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'سے', 'ترجیحی', 'جمالیاتی', 'تلاش', 'کرنا', 'مشکل', 'ہوتا', 'ہے']",Lenovo,Female,0.0
Chloe,"['مائیکروسافٹ', 'سرفیس', 'جی', 'او', 'لیپ', 'ٹاپ', 'وسائل', 'سے', 'متعلق', 'ایپلی', 'کیشنز', 'کے', 'لئے', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'سے', 'دوچار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'وقفہ', 'ہوتا', 'ہے']",Apple,Female,0.0
Miss Zuha,"['asus', 'tuf', 'لیپ', 'ٹاپ', 'میں', 'کی', 'بورڈ', 'میں', 'خرابی', 'سے', 'متعلق', 'مسائل', 'پیدا', 'کرنے', 'کا', 'رجحان', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'غیر', 'ذمہ', 'دار', 'یا', 'پھنسے', 'ہوئے', 'چابیاں', 'پیدا', 'ہوتی', 'ہیں']",Asus,Female,0.0
Daniel,"['سیمسنگ', 'نوٹ', 'بک', 'لیپ', 'ٹاپ', 'دستیاب', 'سافٹ', 'ویئر', 'اپ', 'ڈیٹس', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'پرانی', 'خصوصیات', 'اور', 'سیکیورٹی', 'کی', 'کمزوری', 'ہوتی', 'ہے']",Samsung,Male,0.0
Liam,"['توشیبا', 'ٹیکرا', 'لیپ', 'ٹاپ', 'چیسیس', 'میں', 'استحکام', 'کی', 'کمی', 'کا', 'شکار', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'ساختی', 'کمزوری', 'اور', 'ممکنہ', 'نقصان', 'ہوتا', 'ہے']",Dynabook,Male,0.0
Shahista Khatoon,"['lg', 'الٹرا', 'لیپ', 'ٹاپ', 'ویڈیو', 'اسٹریمنگ', 'کے', 'لئے', 'سافٹ', 'ویئر', 'کی', 'اصلاح', 'کی', 'کمی', 'کا', 'شکار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'بفرنگ', 'اور', 'پلے', 'بیک', 'کے', 'مسائل', 'پیدا', 'ہوتے', 'ہیں']",LG,Female,0.0
Natalie,"['ژیومی', 'ریڈمیبوک', 'لیپ', 'ٹاپ', 'دستیاب', 'وارنٹی', 'کوریج', 'کی', 'ایک', 'محدود', 'رینج', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جو', 'ہارڈ', 'ویئر', 'کے', 'امکانی', 'امور', 'کے', 'لئے', 'ناکافی', 'تحفظ', 'کی', 'پیش', 'کش', 'کرتے', 'ہیں']",Xiaomi,Female,0.0
Emily,"['سونی', 'vaio', 'پرو', 'لیپ', 'ٹاپ', 'بار', 'بار', 'گرمی', 'سے', 'دوچار', 'ہوتے', 'ہیں', 'جس', 'کی', 'وجہ', 'سے', 'کارکردگی', 'تھروٹلنگ', 'اور', 'ممکنہ', 'ہارڈ', 'ویئر', 'کو', 'نقصان', 'ہوتا', 'ہے']",Vaio,Female,0.0
Chloe,"['مائیکروسافٹ', 'سطح', 'کے', 'لیپ', 'ٹاپ', 'جی', 'او', 'لیپ', 'ٹاپ', 'میں', 'غیر', 'ذمہ', 'دار', 'اور', 'غیر', 'متناسب', 'فنگر', 'پرنٹ', 'اسکینر', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'بایومیٹرک', 'توثیق', 'میں', 'دشواریوں', 'کا', 'سامنا', 'کرنا', 'پڑتا', 'ہے']",Microsoft,Female,0.0
Miss Zuha,"['hp', 'عمان', 'لیپ', 'ٹاپ', 'میں', 'بندرگاہ', 'کے', 'دستیاب', 'اختیارات', 'کی', 'ایک', 'محدود', 'رینج', 'ہے', 'جس', 'کی', 'وجہ', 'سے', 'یہ', 'مختلف', 'پیری', 'فیرلز', 'سے', 'رابطہ', 'قائم', 'کرنا', 'مشکل', 'ہے']",HP,Female,0.0
Daniel,"['لینووو', 'آئیڈیا', 'پیڈ', 'لیپ', 'ٹاپ', 'قلابے', 'میں', 'استحکام', 'کی', 'کمی', 'کا', 'شکار', 'ہیں', 'جس', 'کے', 'نتیجے', 'میں', 'اسکرین', 'ووبلنگ', 'اور', 'ممکنہ', 'نقصان', 'ہوتا', 'ہے']",Lenovo,Male,0.0
Liam,"['ڈیل', 'انسپیرون', 'لیپ', 'ٹاپ', 'غیر', 'ذمہ', 'دار', 'اور', 'غیر', 'متناسب', 'ویب', 'کیم', 'کے', 'ساتھ', 'آتے', 'ہیں', 'جس', 'سے', 'ویڈیو', 'کالز', 'اور', 'آن', 'لائن', 'میٹنگوں', 'کے', 'دوران', 'مسائل', 'پیدا', 'ہوتے', 'ہیں']",Dell,Male,0.0
